CPV_Categoria;Descripcion_Categoria;Tipo_de_contrato
42122510-8;Bombas peristalticas;Suministros
42123000-7;Compresores;Suministros
42123100-8;Compresores de gas;Suministros
42123200-9;Compresores rotatorios;Suministros
42123300-0;Compresores para equipos frigorificos;Suministros
42123400-1;Compresores de aire;Suministros
42123410-4;Compresores de aire montados;Suministros
42123500-2;Turbocompresores;Suministros
42123600-3;Compresores volumetricos alternativos;Suministros
42123610-6;Grupo de aire comprimido;Suministros
42123700-4;Compresores centrifugos;Suministros
42123800-5;Compresores para aeronaves civiles;Suministros
42124000-4;Partes de bombas, compresores, maquinas o motores;Suministros
42124100-5;Partes de maquinas o motores;Suministros
42124130-4;Partes de maquinas neumaticas;Suministros
42124150-0;Partes de maquinas o motores hidraulicos;Suministros
42124170-6;Partes de motores de reaccion;Suministros
42124200-6;Partes de bombas o elevadores de liquidos;Suministros
42124210-9;Partes de bombas para combustible, manuales y para hormigon;Suministros
42124211-6;Partes de bombas para combustible;Suministros
42124212-3;Partes de bombas manuales;Suministros
42124213-0;Partes de bombas de hormigon;Suministros
42124220-2;Partes de bombas alternativas de desplazamiento positivo;Suministros
42124221-9;Partes de grupos hidraulicos;Suministros
42124222-6;Partes de bombas dosificadoras;Suministros
42124230-5;Partes de bombas rotativas de desplazamiento positivo;Suministros
42124290-3;Partes de bombas centrifugas;Suministros
42124300-7;Partes de bombas de aire o de vacio, de compresores de aire o de gas;Suministros
42124310-0;Partes de bombas de aire;Suministros
42124320-3;Partes de bombas de vacio;Suministros
42124330-6;Partes de compresores de aire;Suministros
42124340-9;Partes de compresores de gas;Suministros
42131000-6;Grifos, llaves y valvulas;Suministros
42131100-7;Valvulas definidas segun su funcion;Suministros
42131110-0;Valvulas de radiador de calefaccion central;Suministros
42131120-3;Valvulas de esclusa;Suministros
42131130-6;Reguladores de temperatura;Suministros
42131140-9;Valvulas reductoras de presion, de control, de registro o seguridad;Suministros
42131141-6;Valvulas reductoras de presion;Suministros
42131142-3;Valvulas de control;Suministros
42131143-0;Valvulas de regulacion de crecidas;Suministros
42131144-7;Valvulas de regulacion;Suministros
42131145-4;Valvulas de registro;Suministros
42131146-1;Valvulas antirretorno;Suministros
42131147-8;Valvulas de seguridad;Suministros
42131148-5;Valvulas de cierre;Suministros
42131150-2;Valvulas de columnas hidraulicas;Suministros
42131160-5;Hidrantes;Suministros
42131170-8;Valvulas de escape de botellas y bombonas de gas;Suministros
42131200-8;Valvulas definidas segun su construccion;Suministros
42131210-1;Valvulas de cuchilla;Suministros
42131220-4;Valvulas de tuberia forzada;Suministros
42131230-7;Valvulas de compuerta;Suministros
42131240-0;Valvulas de asiento;Suministros
42131250-3;Valvulas de aguja;Suministros
42131260-6;Valvulas esfericas;Suministros
42131270-9;Valvulas de obturacion (de macho conico);Suministros
42131280-2;Valvulas de mariposa;Suministros
42131290-5;Valvulas de membrana;Suministros
42131291-2;Valvulas de corredera;Suministros
42131292-9;Valvulas de clapeta;Suministros
42131300-9;<Arboles de Navidad> y demas conjuntos de valvulas;Suministros
42131310-2;<Arboles de Navidad> de plataforma petrolifera;Suministros
42131320-5;Colectores de estrangulamiento;Suministros
42131390-6;Conjuntos de valvulas;Suministros
42131400-0;Grifos, llaves para uso sanitario;Suministros
42132000-3;Partes de grifos y valvulas;Suministros
42132100-4;Servovalvulas;Suministros
42132110-7;Servovalvulas electricas;Suministros
42132120-0;Servovalvulas hidraulicas;Suministros
42132130-3;Servovalvulas neumaticas;Suministros
42132200-5;Partes de grifos;Suministros
42132300-6;Partes de valvulas;Suministros
42141000-9;Engranajes, ruedas de friccion y elementos de transmision cilindrico-rectos;Suministros
42141100-0;Arboles de transmision, arboles de levas y cigue?ales;Suministros
42141110-3;Arboles de transmision;Suministros
42141120-6;Arboles de levas;Suministros
42141130-9;Cigue?ales;Suministros
42141200-1;Cajas de cojinetes;Suministros
42141300-2;Engranajes y ruedas de friccion;Suministros
42141400-3;Volantes y poleas;Suministros
42141410-6;Chigres;Suministros
42141500-4;Embragues;Suministros
42141600-5;Motones;Suministros
42141700-6;Organos de acoplamiento;Suministros
42141800-7;Juntas de articulacion;Suministros
42142000-6;Partes de ruedas de friccion y de elementos de transmision;Suministros
42142100-7;Partes de ruedas de friccion;Suministros
42142200-8;Partes de elementos de transmision;Suministros
42151000-2;Reactores nucleares;Suministros
42152000-9;Partes de reactores nucleares;Suministros
42152100-0;Sistemas de refrigeracion de reactores;Suministros
42152200-1;Partes de cubas de seguridad de reactores nucleares;Suministros
42161000-5;Calderas de agua caliente;Suministros
42162000-2;Calderas generadoras de vapor;Suministros
42163000-9;Generadores de vapor;Suministros
42164000-6;Instalaciones auxiliares para calderas;Suministros
42165000-3;Condensadores de vapor;Suministros
42211000-8;Maquinas y aparatos para la industria lechera;Suministros
42211100-9;Desnatadoras centrifugas;Suministros
42212000-5;Maquinas y aparatos para procesar cereales o legumbres secas;Suministros
42213000-2;Maquinas y aparatos usados para la produccion de bebidas alcoholicas o jugos de frutas;Suministros
42214000-9;Hornos de cocina, secadores para productos agricolas y equipo para cocinar o calentar;Suministros
42214100-0;Hornos de cocina;Suministros
42214110-3;Parrillas;Suministros
42214200-1;Secadores para productos agricolas;Suministros
42215000-6;Maquinas y aparatos para la preparacion o la fabricacion industrial de alimentos o bebidas;Suministros
42215100-7;Maquinas y aparatos para cortar alimentos;Suministros
42215110-0;Rebanadoras de pan;Suministros
42215120-3;Cortafiambres;Suministros
42215200-8;Maquinas y aparatos para procesar alimentos;Suministros
42215300-9;Maquinas para la fabricacion de pastas alimenticias;Suministros
42216000-3;Maquinas y aparatos para procesar tabaco;Suministros
42221000-1;Partes de maquinas y aparatos para procesar alimentos;Suministros
42221100-2;Partes de maquinas y aparatos para la industria lactea;Suministros
42221110-5;Partes de orde?adoras;Suministros
42222000-8;Partes de maquinas y aparatos para procesar bebidas;Suministros
42223000-5;Partes de maquinas y aparatos para procesar tabaco;Suministros
42341000-8;Hornos comerciales;Suministros
42411000-0;Polipastos y elevadores;Suministros
42412000-7;"""Tornos para los pozos de minas; tornos para el interior de las minas; cabrestantes""";Suministros
42412100-8;Tornos para los pozos de minas y tornos para el interior de las minas;Suministros
42412110-1;Maquinas extractoras;Suministros
42412120-4;Tornos para el interior de las minas;Suministros
42412200-9;Cabrestantes;Suministros
42413000-4;Gatos y elevadores de vehiculos;Suministros
42413100-5;Elevadores fijos;Suministros
42413200-6;Gatos hidraulicos;Suministros
42413300-7;Gatos neumaticos;Suministros
42413400-8;Gatos mecanicos;Suministros
42413500-9;Elevadores de vehiculos;Suministros
42414000-1;Gruas, porticos moviles sobre neumaticos y carretillas grua;Suministros
42414100-2;Gruas;Suministros
42414110-5;Gruas de puerto;Suministros
42414120-8;Gruas de muelle;Suministros
42414130-1;Gruas de apilamiento;Suministros
42414140-4;Gruas de contenedores;Suministros
42414150-7;Gruas de torre;Suministros
42414200-3;Puentes rodantes;Suministros
42414210-6;Grua locomovil;Suministros
42414220-9;Puente transbordador;Suministros
42414300-4;Gruas de brazo de portico;Suministros
42414310-7;Porticos moviles;Suministros
42414320-0;Postes grua;Suministros
42414400-5;Gruas montadas en vehiculos;Suministros
42414410-8;Gruas para camiones;Suministros
42414500-6;Puentes grua;Suministros
42415000-8;Carretillas elevadoras de horquilla, carretillas-automoviles, carretillas tractor de estacion de ferrocarril;Suministros
42415100-9;Carretillas elevadoras;Suministros
42415110-2;Carretillas elevadoras de horquilla;Suministros
42415200-0;Carretillas-automoviles;Suministros
42415210-3;Carretillas-automoviles dotadas de equipo para manipulacion;Suministros
42415300-1;Carretillas tractor del tipo de las utilizadas en las estaciones de ferrocarril;Suministros
42415310-4;Vehiculos con direccion inalambrica;Suministros
42415320-7;Equipamiento para vehiculos de emergencia;Suministros
42416000-5;Ascensores, montacargas de cajon de via inclinada, aparatos de elevacion, escaleras mecanicas y pasillos moviles;Suministros
42416100-6;Ascensores;Suministros
42416110-9;Elevadores para ba?eras;Suministros
42416120-2;Montacargas peque?os;Suministros
42416130-5;Elevadores mecanicos;Suministros
42416200-7;Montacargas de cajon de via inclinada;Suministros
42416210-0;Elevadores de recipientes acumuladores;Suministros
42416300-8;Aparatos de elevacion;Suministros
42416400-9;Escaleras mecanicas;Suministros
42416500-0;Pasillos moviles;Suministros
42417000-2;Elevadores y transportadores;Suministros
42417100-3;Elevadores o transportadores neumaticos;Suministros
42417200-4;Transportadores;Suministros
42417210-7;Elevadores o transportadores, de accion continua, de tipo cangilon;Suministros
42417220-0;Elevadores o transportadores de accion continua, de banda o correa;Suministros
42417230-3;Transportadores para mineria con blindaje frontal;Suministros
42417300-5;Equipo de transporte;Suministros
42417310-8;Correas transportadoras;Suministros
42418000-9;Maquinas de elevacion, manipulacion, carga o descarga;Suministros
42418100-0;Empujavagones para minas y transbordadores de locomotoras o vagones;Suministros
42418200-1;Equipo de monocarril o de remonte de esqui;Suministros
42418210-4;Monorrailes aereos;Suministros
42418220-7;Telesillas;Suministros
42418290-8;Equipo de telesquis;Suministros
42418300-2;Equipos de recogida con punta abocinada;Suministros
42418400-3;Carruseles para almacenamiento y recuperacion;Suministros
42418500-4;Equipo mecanico de manipulacion;Suministros
42418900-8;Maquinaria de carga o manipulacion;Suministros
42418910-1;Equipo de carga;Suministros
42418920-4;Equipo de descarga;Suministros
42418930-7;Cargadores laterales;Suministros
42418940-0;Equipo de manipulacion de contenedores;Suministros
42419000-6;Partes de equipos de elevacion y manipulacion;Suministros
42419100-7;Partes de gruas;Suministros
42419200-8;Partes de carretillas-automoviles;Suministros
42419500-1;Partes de ascensores, montacargas de cajon de via inclinada o escaleras mecanicas;Suministros
42419510-4;Partes de ascensores;Suministros
42419520-7;Partes de montacargas de cajon de via inclinada;Suministros
42419530-0;Partes de escaleras mecanicas;Suministros
42419540-3;Partes de pasillos moviles;Suministros
42419800-4;Partes de transportadores;Suministros
42419810-7;Partes de correas transportadoras;Suministros
42419890-1;Partes de transportadores de tipo cangilon;Suministros
42419900-5;Partes de cabrestantes y demas equipos de elevacion o manipulacion;Suministros
42511000-1;Intercambiadores de calor y aparatos para la licuefaccion de aire u otros gases;Suministros
42511100-2;Intercambiadores de calor;Suministros
42511110-5;Bombas de calor;Suministros
42511200-3;Aparatos para la licuefaccion de aire u otros gases;Suministros
42512000-8;Instalaciones de aire acondicionado;Suministros
42512100-9;Acondicionadores de aire para ventanas;Suministros
42512200-0;Acondicionadores de aire para empotrar;Suministros
42512300-1;Unidades de climatizacion;Suministros
42512400-2;Acondicionadores de aire para vehiculos;Suministros
42512500-3;Partes de acondicionadores de aire;Suministros
42512510-6;Reguladores de tiro;Suministros
42512520-9;Rejillas de ventilacion;Suministros
42513000-5;Equipos de refrigeracion y congelacion;Suministros
42513100-6;Equipo de congelacion;Suministros
42513200-7;Equipo de refrigeracion;Suministros
42513210-0;Vitrinas frigorificas;Suministros
42513220-3;Mostradores refrigerados;Suministros
42513290-4;Equipo frigorifico comercial;Suministros
42514000-2;Maquinaria y aparatos de filtrado o purificacion de gases;Suministros
42514200-4;Depuradores electrostaticos de aire y gases;Suministros
42514300-5;Aparatos de filtrado;Suministros
42514310-8;Filtros de aire;Suministros
42514320-1;Filtros de gas;Suministros
42515000-9;Caldera de calefaccion urbana;Suministros
42521000-4;Equipo de extraccion de humos;Suministros
42522000-1;Ventiladores de uso no domestico;Suministros
42522100-2;Partes de ventiladores;Suministros
42531000-7;Partes de equipos refrigeradores;Suministros
42532000-4;Partes de equipos congeladores;Suministros
42533000-1;Partes de bombas de calor;Suministros
42611000-2;Maquinas herramienta para usos especiales;Suministros
42612000-9;Centro de mecanizado;Suministros
42612100-0;Centro de mecanizado de eje horizontal;Suministros
42612200-1;Centro de mecanizado de eje vertical;Suministros
42621000-5;Tornos;Suministros
42621100-6;Torno CNC;Suministros
42622000-2;Maquinas de roscar <terrajar o filetear>;Suministros
42623000-9;Maquinas para fresar;Suministros
42631000-8;Maquinas herramienta para acabado de metales;Suministros
42632000-5;Maquinas de control numerico para metales;Suministros
42633000-2;Maquinas para curvar, plegar, enderezar o aplanar;Suministros
42634000-9;Maquinas para forjar;Suministros
42635000-6;Maquinas para estampar;Suministros
42636000-3;Prensas;Suministros
42636100-4;Prensas hidraulicas;Suministros
42637000-0;Maquinas herramienta para taladrar, mandrinar o fresar metales;Suministros
42637100-1;Maquinas herramienta para taladrar metales;Suministros
42637200-2;Maquinas herramienta para mandrinar metales;Suministros
42637300-3;Maquinas herramienta para fresar metales;Suministros
42638000-7;Centro de mecanizado para trabajar metales;Suministros
42641000-1;Maquinas herramienta para trabajar piedra, ceramica, hormigon o vidrio;Suministros
42641100-2;Maquinas herramienta para trabajar piedra;Suministros
42641200-3;Maquinas herramienta para trabajar ceramica;Suministros
42641300-4;Maquinas herramienta para trabajar hormigon;Suministros
42641400-5;Maquinas herramienta para trabajar vidrio;Suministros
42642000-8;Maquinas herramienta para trabajar madera, hueso, corcho, caucho endurecido o plasticos duros;Suministros
42642100-9;Maquinas herramienta para trabajar madera;Suministros
42642200-0;Maquinas herramienta para trabajar hueso;Suministros
42642300-1;Maquinas herramienta para trabajar corcho;Suministros
42642400-2;Maquinas herramienta para trabajar caucho endurecido;Suministros
42642500-3;Maquinas herramienta para trabajar plasticos duros;Suministros
42651000-4;Herramientas manuales neumaticas;Suministros
42652000-1;Herramientas electromecanicas de uso manual;Suministros
42661000-7;Equipos de soldadura blanda y de soldadura fuerte;Suministros
42661100-8;Equipo de soldadura blanda;Suministros
42661200-9;Equipo de soldadura fuerte;Suministros
42662000-4;Equipo de soldadura;Suministros
42662100-5;Equipo electrico de soldadura;Suministros
42662200-6;Equipo no electrico de soldadura;Suministros
