CPV_def;CPV_Descripcion;Tipo_de_contrato
15551500;Suero de mantequilla;Suministros
15552000;Caseína;Suministros
15553000;Lactosa o jarabe de lactosa;Suministros
15554000;Suero de leche;Suministros
15555000;Helados y productos similares;Suministros
15555100;Helados;Suministros
15555200;Sorbetes;Suministros
15600000;Productos de molinería, almidones y productos de almidón;Suministros
15610000;Productos de molinería;Suministros
15611000;Arroz descascarillado;Suministros
15612000;Harina de cereales o legumbres y productos conexos;Suministros
15612100;Harina de trigo;Suministros
15612110;Harina integral;Suministros
15612120;Harina de panificación;Suministros
15612130;Harina corriente;Suministros
15612150;Harina para pastelería;Suministros
15612190;Harina fermentante;Suministros
15612200;Harina de cereales;Suministros
15612210;Harina de maíz;Suministros
15612220;Harina de arroz;Suministros
15612300;Harinas y sémolas vegetales;Suministros
15612400;Mezclas para la preparación de productos de panadería;Suministros
15612410;Mezclas de pastelería;Suministros
15612420;Mezclas para hornear;Suministros
15612500;Productos de panadería;Suministros
15613000;Productos a base de granos de cereales;Suministros
15613100;Avena molida;Suministros
15613300;Productos a base de cereales;Suministros
15613310;Cereales preparados para desayuno;Suministros
15613311;Copos de maíz;Suministros
15613313;Muesli o equivalente;Suministros
15613319;Trigo hinchado;Suministros
15613380;Granos aplastados de avena;Suministros
15614000;Arroz elaborado;Suministros
15614100;Arroz de grano largo;Suministros
15614200;Arroz molido;Suministros
15614300;Arroz partido;Suministros
15615000;Salvado;Suministros
15620000;Almidones y productos amiláceos;Suministros
15621000;Aceite de maíz;Suministros
15622000;"Glucosa y productos a base de glucosa; fructosa y productos a base de fructosa";Suministros
15622100;Glucosa y productos a base de glucosa;Suministros
15622110;Glucosa;Suministros
15622120;Jarabe de glucosa;Suministros
15622300;Fructosa y productos a base de fructosa;Suministros
15622310;Fructosa;Suministros
15622320;Preparaciones a base de fructosa;Suministros
15622321;Soluciones de fructosa;Suministros
15622322;Jarabe de fructosa;Suministros
15623000;Almidones y féculas;Suministros
15624000;Tapioca;Suministros
15625000;Sémola;Suministros
15626000;Natillas en polvo;Suministros
15700000;Alimentos para el ganado;Suministros
15710000;Alimentos preparados para animales de granja y otros animales;Suministros
15711000;Alimentos para peces;Suministros
15712000;Pienso seco;Suministros
15713000;Alimentos para animales domésticos;Suministros
15800000;Productos alimenticios diversos;Suministros
15810000;Productos de panificación, pasteles y productos de pastelería frescos;Suministros
15811000;Productos a base de pan;Suministros
15811100;Pan;Suministros
15811200;Panecillos;Suministros
15811300;Cruasanes;Suministros
15811400;"Tortitas (""crumpets"")";Suministros
15811500;Productos de panificación preparados;Suministros
15811510;Bocadillos y emparedados;Suministros
15811511;Bocadillos y emparedados preparados;Suministros
15812000;Pasteles y productos de pastelería;Suministros
15812100;Productos de pastelería;Suministros
15812120;Empanadas;Suministros
15812121;Empanadas de verduras;Suministros
15812122;Empanadas dulces;Suministros
15812200;Pasteles;Suministros
15813000;Productos para el desayuno;Suministros
15820000;"Biscotes y galletas; pasteles y productos de pastelería conservados";Suministros
15821000;Productos de pan tostado y de pastelería;Suministros
15821100;Productos de pan tostado;Suministros
15821110;Pan tostado;Suministros
15821130;Galletas crocantes;Suministros
15821150;Biscotes;Suministros
15821200;Galletas dulces;Suministros
15830000;Azúcar y productos conexos;Suministros
15831000;Azúcar;Suministros
15831200;Azúcar blanco;Suministros
15831300;Azúcar y jarabe de arce;Suministros
15831400;Melazas;Suministros
15831500;Jarabes de azúcar;Suministros
15831600;Miel;Suministros
15832000;Residuos de la industria azucarera;Suministros
15833000;Productos del azúcar;Suministros
15833100;Postres;Suministros
15833110;Fondos de tarta;Suministros
15840000;"Cacao; chocolate y productos de confitería";Suministros
15841000;Cacao;Suministros
15841100;Pasta de cacao;Suministros
15841200;Manteca, grasa o aceite de cacao;Suministros
15841300;Cacao en polvo no azucarado;Suministros
15841400;Cacao en polvo azucarado;Suministros
15842000;Chocolate y artículos de confitería;Suministros
15842100;Chocolate;Suministros
15842200;Productos a base de chocolate;Suministros
15842210;Chocolate para beber;Suministros
15842220;Tabletas de chocolate;Suministros
15842300;Artículos de confitería;Suministros
15842310;Caramelos;Suministros
15842320;Turrón;Suministros
15842400;Frutas, frutos de cáscara o cáscaras de fruta conservados con azúcar;Suministros
15850000;Pastas alimenticias;Suministros
15851000;Productos farináceos;Suministros
15851100;Pastas alimenticias sin cocer;Suministros
15851200;Pastas alimenticias y cuscús preparados;Suministros
15851210;Pastas alimenticias preparadas;Suministros
15851220;Pastas alimenticias rellenas;Suministros
15851230;Lasañas;Suministros
15851250;Cuscús;Suministros
15851290;Pastas alimenticias enlatadas;Suministros
15860000;Café, té y productos conexos;Suministros
15861000;Café;Suministros
15861100;Café tostado;Suministros
15861200;Café descafeinado;Suministros
15862000;Sucedáneos del café;Suministros
15863000;Té;Suministros
15863100;Té verde;Suministros
15863200;Té negro;Suministros
15864000;Preparaciones de té o de mate;Suministros
15864100;Bolsitas de té;Suministros
15865000;Infusiones de hierbas;Suministros
15870000;Condimentos y sazonadores;Suministros
15871000;"Vinagre; salsas; condimentos compuestos; harina y polvo de mostaza; mostaza preparada";Suministros
15871100;Vinagre y sucedáneos del vinagre;Suministros
15871110;Vinagre o equivalente;Suministros
15871200;Salsas, condimentos compuestos y sazonadores compuestos;Suministros
15871210;Salsa de soja;Suministros
15871230;Ketchup;Suministros
15871250;Mostaza;Suministros
15871260;Salsas;Suministros
15871270;Condimentos compuestos;Suministros
15871273;Mayonesa;Suministros
15871274;Productos para untar bocadillos;Suministros
15871279;Chutney;Suministros
15872000;Hierbas y especias;Suministros
15872100;Pimienta;Suministros
15872200;Especias;Suministros
15872300;Hierbas;Suministros
15872400;Sal;Suministros
15872500;Jengibre;Suministros
15880000;Productos alimenticios especiales;Suministros
15881000;Preparaciones alimenticias homogeneizadas;Suministros
15882000;Productos dietéticos;Suministros
15884000;Alimentos infantiles;Suministros
15890000;Productos alimenticios diversos y alimentos secos;Suministros
15891000;Sopas y caldos;Suministros
15891100;Sopas de carne;Suministros
15891200;Sopas de pescado;Suministros
15891300;Sopas compuestas;Suministros
15891400;Sopas;Suministros
15891410;Sopas instantáneas;Suministros
15891500;Caldos;Suministros
15891600;Concentrados de caldo;Suministros
15891610;Caldos instantáneos;Suministros
15891900;Sopas de verduras;Suministros
15892000;Jugos y extractos vegetales, sustancias pépticas y espesantes;Suministros
15892100;Jugos vegetales;Suministros
15892200;Extractos vegetales;Suministros
15892400;Espesantes;Suministros
15893000;Productos secos;Suministros
15893100;Mezclas para comidas;Suministros
15893200;Mezclas para postres;Suministros
15893300;Mezclas para salsas;Suministros
15894000;Productos alimenticios elaborados;Suministros
15894100;Comidas vegetarianas;Suministros
15894200;Comidas preparadas;Suministros
15894210;Comidas para colegios;Suministros
15894220;Comidas para hospitales;Suministros
15894300;Bandejas de comida preparada;Suministros
15894400;Aperitivos;Suministros
15894500;Productos para máquinas automáticas distribuidoras;Suministros
15894600;Alimentos para bocadillos;Suministros
15894700;Comestibles finos preparados;Suministros
15895000;Productos para comida rápida;Suministros
15895100;Hamburguesas;Suministros
15896000;Productos congelados;Suministros
15897000;Productos enlatados y raciones de campaña;Suministros
15897100;Raciones de campaña;Suministros
15897200;Productos enlatados;Suministros
15897300;Paquetes de comida;Suministros
15898000;Levadura;Suministros
15899000;Polvos para hornear;Suministros
15900000;Bebidas, tabaco y productos relacionados;Suministros
15910000;Bebidas alcohólicas destiladas;Suministros
15911000;Bebidas espirituosas;Suministros
15911100;Aguardientes;Suministros
15911200;Licores;Suministros
15930000;Vinos;Suministros
15931000;Vinos no aromatizados;Suministros
15931100;Vino espumoso;Suministros
15931200;Vino de mesa;Suministros
15931300;Oporto;Suministros
15931400;Vino de Madeira;Suministros
15931500;Mosto de uva;Suministros
15931600;Jerez;Suministros
15932000;Heces de vino;Suministros
15940000;Sidra y otros vinos a base de fruta;Suministros
15941000;Sidra;Suministros
15942000;Vinos a base de fruta;Suministros
15950000;Bebidas fermentadas no destiladas;Suministros
15951000;Vermut;Suministros
15960000;Cerveza de malta;Suministros
15961000;Cerveza;Suministros
15961100;"Cerveza ""lager""";Suministros
15962000;Heces de cervecería o destilería;Suministros
15980000;Bebidas sin alcohol;Suministros
15981000;Agua mineral;Suministros
15981100;Agua mineral sin gas;Suministros
15981200;Agua mineral con gas;Suministros
15981300;Agua en estado sólido;Suministros
15981310;Hielo;Suministros
15981320;Nieve;Suministros
15981400;Aguas minerales aromatizadas;Suministros
15982000;Refrescos;Suministros
15982100;Zumos de fruta concentrados;Suministros
15982200;Leche chocolateada;Suministros
15990000;Tabaco, productos de tabaco y artículos afines;Suministros
15991000;Productos de tabaco;Suministros
15991100;Cigarros puros;Suministros
15991200;Cigarros pequeños;Suministros
15991300;Cigarrillos;Suministros
15992000;Tabaco;Suministros
15992100;Tabaco manufacturado;Suministros
15993000;Artículos de estanco;Suministros
15994000;Papel de fumar y papel de filtro;Suministros
15994100;Papel de fumar;Suministros
15994200;Papel de filtro;Suministros
16000000;Maquinaria agrícola;Suministros
16100000;Máquinas, aparatos y artefactos agrícolas, hortícolas o silvícolas, para la preparación o el trabajo del suelo o para el cultivo;Suministros
16110000;Arados o gradas de disco;Suministros
16120000;Gradas, escarificadores, cultivadores, escardadoras o binadoras;Suministros
16130000;Sembradoras, plantadoras o transplantadoras;Suministros
16140000;Esparcidores de estiércol;Suministros
16141000;Distribuidores de abono;Suministros
16150000;Rodillos para césped o terrenos de deporte;Suministros
16160000;Equipo diverso para jardinería;Suministros
16300000;Cosechadoras;Suministros
16310000;Máquinas segadoras;Suministros
16311000;Cortadoras de césped;Suministros
16311100;Cortadoras de césped para jardines, parques o terrenos de deporte;Suministros
16320000;Máquinas para henificar;Suministros
16330000;Prensas para paja o forraje;Suministros
16331000;Prensas recogedoras;Suministros
16340000;Cosechadoras y trilladoras;Suministros
16400000;Aparatos de pulverizar para la agricultura o la horticultura;Suministros
16500000;Remolques y semirremolques, autocargadores o autodescargadores, para usos agrícolas;Suministros
16510000;Remolques autocargadores para usos agrícolas;Suministros
16520000;Remolques autodescargadores para usos agrícolas;Suministros
16530000;Semirremolques autocargadores para usos agrícolas;Suministros
16540000;Semirremolques autodescargadores para usos agrícolas;Suministros
16600000;Maquinaria agrícola o forestal especializada;Suministros
16610000;Máquinas para la limpieza o la clasificación de huevos, frutas u otros productos agrícolas;Suministros
16611000;Máquinas para lavar productos agrícolas;Suministros
16611100;Máquinas para lavar huevos;Suministros
16611200;Máquinas para lavar frutas;Suministros
16612000;Máquinas para seleccionar o clasificar productos agrícolas;Suministros
16612100;Máquinas para seleccionar o clasificar huevos;Suministros
16612200;Máquinas para seleccionar o clasificar fruta;Suministros
16613000;Máquinas para la limpieza o la clasificación de semillas, granos o legumbres secas;Suministros
16620000;Ordeñadoras;Suministros
16630000;Máquinas para preparar alimentos para animales;Suministros
16640000;Máquinas y aparatos para la apicultura;Suministros
16650000;Máquinas y aparatos para la avicultura;Suministros
16651000;Incubadoras y criadoras, para la avicultura;Suministros
16700000;Tractores;Suministros
16710000;Motocultores;Suministros
16720000;Tractores usados;Suministros
16730000;Motores de tracción;Suministros
16800000;Partes de maquinaria agrícola y forestal;Suministros
16810000;Partes de maquinaria agrícola;Suministros
16820000;Partes de maquinaria forestal;Suministros
18000000;Prendas de vestir, calzado, artículos de viaje y accesorios;Suministros
18100000;Ropa de trabajo, ropa de trabajo especial y accesorios;Suministros
18110000;Indumentaria de trabajo;Suministros
18113000;Prendas de vestir para uso industrial;Suministros
18114000;Monos;Suministros
18130000;Ropa para trabajos especiales;Suministros
18132000;Ropa de vuelo;Suministros
18132100;Chaquetas de vuelo;Suministros
18132200;Trajes de vuelo;Suministros
18140000;Accesorios de ropa de trabajo;Suministros
18141000;Guantes de trabajo;Suministros
18142000;Viseras de seguridad;Suministros
18143000;Indumentaria de protección;Suministros
18200000;Ropa exterior;Suministros
18210000;Abrigos;Suministros
18211000;Capas;Suministros
18212000;Capotes;Suministros
18213000;Chaquetones cortavientos;Suministros
18220000;Ropa para la intemperie;Suministros
18221000;Ropa impermeable;Suministros
18221100;Capas impermeables;Suministros
18221200;Anoraks;Suministros
18221300;Impermeables;Suministros
18222000;Indumentaria corporativa;Suministros
18222100;Trajes y vestidos;Suministros
18222200;Conjuntos;Suministros
18223000;Chaquetas y chaquetas deportivas;Suministros
18223100;Chaquetas deportivas;Suministros
18223200;Chaquetas;Suministros
18224000;Prendas de vestir confeccionadas de tejidos impregnados o recubiertos;Suministros
18230000;Ropa exterior diversa;Suministros
18231000;Vestidos;Suministros
18232000;Faldas;Suministros
18233000;Pantalones cortos;Suministros
18234000;Pantalones;Suministros
18235000;Jerseys, cárdigans y artículos similares;Suministros
